State,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft,Year,Prison_population,GDP,Gun_number,Police_number
NORTH CAROLINA,10383620,377.6,6,25.4,81.1,265.1,2494.1,599.9,1724.4,169.8,2018,34899,497331.3,"529,916",34100
OHIO,11613423,291.9,4.3,80.1,108.1,135.1,2587.7,596.7,1842.6,148.4,2015,52233,580414.1,"748,502",17974
OREGON,4028977,259.8,2.5,68.4,53.3,164.6,2946.6,455.1,2229.7,261.8,2015,15245,191999,"276,126",10571
PUERTO RICO,3474182,219.6,16.8,8.2,117.1,80.9,1085.6,263.4,705,117.3,2015,NA,NA,"15,892",NA
RHODE ISLAND,1056298,242.5,2.7,75.5,52.6,143.7,1897.5,373.7,1392.3,131.5,2015,3248,53096.5,"22,129",3065
UTAH,2995919,236,1.8,91.5,44.3,135.1,2980,416.2,2273.2,290.6,2015,6492,141703.3,"254,814",7157
WASHINGTON,7170351,284.4,2.9,68.3,76,167.8,3463.8,711.2,2378,374.7,2015,18284,444318.5,"502,280",14600
WISCONSIN,5771337,305.8,4.2,52,90.7,180.1,1974,338.8,1444.8,190.3,2015,22975,287164.3,"383,280",18474
DISTRICT OF COLUMBIA,693972,1004.9,16.7,64,378,546.3,4283.9,260.7,3650.4,372.8,2017,NA,121011.2,"1,540",4925
DISTRICT OF COLUMBIA,702455,995.9,22.8,64.1,343.8,565.3,4373.8,254.5,3750.1,369.1,2018,NA,123981.6,"3,244",5145
NORTH CAROLINA,10273419,363.7,5.8,26.4,91,240.5,2545.3,630.6,1760.9,153.8,2017,36394,485498.6,"537,813",34950
ALABAMA  ,3682108,156.4049724,7.93023996,8.826465709,45.00139594,94.64687076,654.6250137,109.4753332,518.181433,23.57345303,2009,NA,NA,NA,NA
ALABAMA  ,3772968,173.3648417,8.348864872,9.435542522,54.2543695,101.3260648,649.2501394,108.9328083,508.6711576,28.28012323,2008,NA,NA,NA,NA
CALIFORNIA ,36555329,342.5902691,5.060821638,5.711889503,61.2523553,270.5652027,466.5421012,154.3112907,261.102834,47.06017008,2008,NA,NA,NA,NA
CALIFORNIA ,36772788,330.0511237,4.924837355,5.558458064,58.67654092,260.8912873,448.0051934,150.2986393,254.9765876,39.27360634,2009,NA,NA,NA,NA
DISTRICT OF COLUMBIA,0,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,Inf,2016,NA,119567.3,875,500
DISTRICT OF COLUMBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,106746.8,259,NA
DISTRICT OF COLUMBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,106351.3,369,NA
FLORIDA,18294452,288.2841202,4.821133751,9.675064331,64.88305854,208.9048636,819.60367,172.0084318,595.9238353,49.59427044,2008,NA,803217.9,"503,672",73872
FLORIDA,18514171,269.3018229,4.207587799,8.868882112,59.21950273,197.0058503,783.2432789,160.3150365,583.7744504,37.04729745,2009,103915,758264.1,"556,540",72235
FLORIDA,20566240,174.1057189,3.121620675,8.494503614,31.70730284,130.7822918,499.0654587,87.7019815,370.213515,39.92465322,2016,99974,866731,"1,435,340",4158
