State,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft,Year,Prison_population,GDP,Gun_number,Police_number
ALABAMA,3800629,162.7888436,8.209167483,10.10359075,30.9685581,113.5075273,486.2089933,79.03954845,381.3842393,23.15406213,2016,28883,190703,"616,947",81
ALABAMA,4779736,377.8,5.7,28.2,99.6,244.2,3516.8,879.4,2415.6,221.8,2010,31764,182262.7,"308,607",16205
ALABAMA,4822023,449.9,7.1,26.9,104.1,311.8,3502.2,984.7,2312.8,204.8,2012,32431,186299,"431,356",12745
ALABAMA,4858979,472.4,7.2,72,94.9,328.3,2978.9,725.6,2040.7,212.7,2015,30810,189339.1,"737,509",13079
ALABAMA,4874747,524.2,8.3,41.6,86.5,387.8,2957.3,645.7,2048.1,263.4,2017,27608,193023.9,"477,345",8065
ALABAMA,4887871,519.6,7.8,40.8,83.4,387.6,2817.2,590.1,1958.9,268.3,2018,26841,198435.9,"474,294",15855
ALASKA,666481,318.2386295,3.300919306,8.102256478,41.26149133,265.5739623,616.3716595,68.56909649,500.689442,40.21119882,2008,NA,50884,"61,729",1963
ALASKA,682496,314.2875563,3.223462116,11.2821174,41.46544449,258.3165323,576.8531977,57.14319205,474.141973,39.41415041,2009,5285,55837.6,"60,780",1977
ALASKA,710231,638.8,4.4,75,83.6,475.8,2852.5,437.2,2187.3,228,2010,5391,54151.4,"65,909",1944
ALASKA,722718,606.5,4,58.1,79.7,464.6,2632.8,391,2056,185.8,2011,5412,54645.7,"70,198",1990
ALASKA,731449,603.2,4.1,79.7,86.1,433.2,2739.4,403.3,2128,208.1,2012,5633,57670.1,"85,342",1968
ALASKA,737438,885,6.4,161.6,121.5,595.4,3300.5,539.6,2219,541.9,2018,4380,53092.4,"78,761",1985
ALASKA,738432,730.2,8,210,103.1,497.1,2817.6,475.5,2065.1,277.1,2015,5338,53798.7,"85,621",9
ALASKA,738566,311.1434862,5.551298056,17.60167676,38.18209882,249.8084125,473.2143099,72.8438623,325.0894301,68.37574435,2016,4434,52710.7,"87,647",709
ALASKA,739795,829,8.4,116.7,128.5,575.4,3542.1,563.8,2402.7,575.6,2017,4399,52727.4,"80,839",1933
ARIZONA,6391343,174.3764965,3.786371659,5.382280375,28.92975702,136.2780874,588.1705926,61.91187048,499.222151,24.26720018,2016,42320,289230.4,"416,279",2766
ARIZONA,6392017,408.1,6.4,33.9,108.5,259.3,3534,794.3,2403.2,336.5,2010,40209,257484.7,"206,050",22130
ARIZONA,6414715,143.8255636,4.832638706,2.883994067,31.86423715,104.2446936,653.2480399,79.2864531,529.4545432,40.42268441,2008,NA,277477.1,"208,721",22912
ARIZONA,6482505,405.9,6.2,34.9,109.9,254.8,3554.5,847.3,2401.3,305.9,2011,40020,263211.1,"251,477",20759
ARIZONA,6505613,143.9372431,3.105011011,3.473923211,34.03215039,103.3261585,678.1221078,69.89349044,575.3493176,29.37463387,2009,40544,255080.7,"215,379",22910
ARIZONA,6553255,428.9,5.5,34.7,112.7,276,3539.2,807.8,2439.1,292.3,2012,40080,268288.8,"339,663",22999
ARIZONA,6828065,410.2,4.5,79.1,93.1,267.1,3033.2,555.9,2231.5,245.8,2015,42719,280229.5,"331,442",22653
ARIZONA,7016270,508,5.9,51,106,345,2914.9,536.3,2107,271.6,2017,42030,299405.7,"384,930",22750
ARIZONA,7171646,474.9,5.1,50.7,91,328.1,2676.8,439.7,1970.3,266.9,2018,42005,311705.6,"377,838",22428
ARKANSAS,2403738,197.5672889,4.909020867,8.07076312,25.9179661,158.6695389,642.2080942,124.4728003,497.8495992,17.34798052,2008,NA,105791,"191,799",9678
ARKANSAS,2470159,161.4470971,4.574604307,9.715973749,25.58539754,121.5711215,639.0276901,112.0170807,509.5623399,14.3715445,2009,15208,102528.1,"209,842",9970
ARKANSAS,2786173,174.4328152,5.132488184,10.37265094,20.13514595,138.7925301,494.9800317,78.028177,397.8216715,17.51506457,2016,17537,114541.2,"266,014",36
ARKANSAS,2915918,505.3,4.7,45,81.3,374.3,3558.9,1114.9,2253.8,190.1,2010,16204,105922.5,"191,448",9964
ARKANSAS,2937979,480.9,5.5,41.3,82.6,351.5,3754.1,1173.3,2383,197.8,2011,16108,108295.4,"206,228",9074
ARKANSAS,2949131,469.1,5.9,42.3,78.7,342.3,3660.1,1081.3,2384.7,194.1,2012,14654,108745.2,"246,193",9148
ARKANSAS,2978204,521.3,6.1,108.5,70.4,380,3251.5,760.2,2297.5,193.8,2015,17707,113860.9,"257,346",9352
ARKANSAS,3004279,554.9,8.6,68.3,64.4,413.6,3078.6,727.7,2109.5,241.4,2017,18070,115346.7,"237,629",9531
ARKANSAS,3013825,543.6,7.2,72.9,52.9,410.7,2913,636.8,2040.2,236,2018,17799,117293.8,"248,439",10628
CALIFORNIA,37253956,440.6,4.9,22.4,156,257.4,2635.8,614.3,1612.1,409.4,2010,165062,2058137.9,"816,399",118884
CALIFORNIA,37691912,411.1,4.8,20.3,144,242,2583.8,610.4,1583.8,389.6,2011,149569,2091586,"905,701",116797
CALIFORNIA,38041430,423.1,5,20.6,148.6,248.9,2758.7,646.1,1669.5,443.2,2012,134534,2144497.3,"1,132,603",117268
CALIFORNIA,38332521,402.1,4.6,44.8,139.9,232.3,2658.1,605.4,1621.5,431.2,2013,135981,2220867.6,"1,368,295",117322
CALIFORNIA,39012007,273.8336431,3.683481345,6.562082284,40.66953028,222.9185492,295.688453,104.6036929,140.2645088,47.47512734,2016,130084,2500950.4,"2,377,167",12595
CALIFORNIA,39144818,426.3,4.8,56.7,135,253.8,2618.3,504.3,1677.1,436.8,2015,129593,2428598.4,"1,761,079",118407
CALIFORNIA,39536653,449.3,4.6,37.2,143.2,264.2,2496.7,446.9,1623.9,425.9,2017,131039,2610682.3,"1,570,110",119684
CALIFORNIA,39557045,447.4,4.4,39.2,137.3,266.5,2380.4,416.2,1571.8,392.4,2018,128625,2721651,"1,297,132",120041
COLORADO,4359586,142.3988425,3.55538347,10.39089492,21.24054899,107.2120151,583.8398417,68.65330791,480.229086,29.77346932,2008,NA,267713.2,"285,521",16859
COLORADO,4524405,143.002229,3.668990729,9.305090946,24.04736092,105.9807864,570.815389,61.70977178,477.167716,26.92066692,2009,22795,262379.8,"313,641",17435
COLORADO,5008754,133.5861174,2.99475678,8.265528712,18.78710753,103.5387244,596.5355855,51.33013121,489.0437821,51.60964184,2016,19981,316751.8,"540,514",1538
COLORADO,5029196,320.8,2.4,43.7,62.3,212.4,2684.2,520,1940.5,223.6,2010,22815,264791.1,"300,820",17071
COLORADO,5116796,320.2,2.9,44.5,64.6,208.1,2606.3,503.6,1886.8,215.9,2011,21978,268680.8,"336,296",16700
COLORADO,5187582,308.9,3.1,40.7,65.4,199.6,2684.7,504.2,1947.4,233.1,2012,20462,273519.5,"414,838",17270
COLORADO,5456574,321,3.2,103.3,60.9,197.2,2641.5,429.8,1918.5,293.2,2015,20168,309179.6,"454,062",17940
COLORADO,5607154,368.1,3.9,68.8,68.4,226.9,2701.6,406.9,1904.9,389.9,2017,19946,329573.7,"496,995",16900
COLORADO,5695564,397.2,3.7,71.5,66.7,255.4,2671.6,375.2,1915.9,380.5,2018,20372,341076.7,"524,770",18510
CONNECTICUT,3226747,183.9003802,3.409006036,7.561795207,38.58375014,134.3458288,531.2161133,88.20028344,417.3243207,22.03457538,2008,NA,259721.9,"155,885",10657
CONNECTICUT,3518288,195.0096183,3.353903944,7.020459951,41.86695347,142.7683009,541.2291433,83.50652363,436.3201648,18.58858627,2009,19716,248040.6,"202,454",10556
CONNECTICUT,3526707,106.0762916,1.758013921,6.294824038,28.80874425,69.21470936,420.9309137,54.86704736,339.438462,23.87496324,2016,14957,242793.9,"317,692",1501
CONNECTICUT,3572665,207.4,2.3,23.5,61.4,120.2,1681,222.5,1251.8,206.7,2018,13681,244925.7,"177,690",9283
CONNECTICUT,3574097,281.4,3.6,16.3,99.4,162,2193.2,424.5,1581,187.7,2010,19321,247460.8,"179,595",10476
CONNECTICUT,3580709,272.8,3.6,19.2,102.7,147.3,2167.4,437.9,1542.1,187.4,2011,18324,242019.5,"186,068",10254
CONNECTICUT,3588184,228,2.8,23.3,78.4,123.4,1769.9,247.8,1318.5,203.7,2017,14040,243682.5,"181,779",9380
CONNECTICUT,3590347,283,4.1,25.6,102.7,150.6,2140,409.7,1550.7,179.6,2012,17530,243801,"237,496",10271
CONNECTICUT,3590886,218.5,3.3,37.7,80.5,113.1,1812,280,1355.5,176.5,2015,15816,242910.7,"307,750",9696
DELAWARE,873092,336.9633441,3.665134946,15.80589445,81.66378801,235.8285267,772.6562607,126.2180847,618.8351285,19.58556487,2008,NA,58656.4,"18,102",3159
DELAWARE,884338,319.9003096,3.505447012,11.87328827,80.96451809,223.5570562,842.2119144,137.3909071,683.4490885,14.70026166,2009,6775,60404.2,"20,530",3127
DELAWARE,897934,620.9,5.3,34.7,203.7,377.1,3448.2,836.9,2396.5,214.8,2010,6615,60016.1,"19,240",3170
DELAWARE,907135,559.5,4.5,31.9,169.5,353.5,3410.6,830.2,2411.8,168.7,2011,6739,62017.4,"22,490",3139
DELAWARE,917092,547.4,6.2,26.5,162.7,352,3340.9,803.7,2380.6,156.6,2012,6914,61975.8,"30,724",3151
DELAWARE,945934,499,6.7,61.7,130.6,325.7,2691,504.6,2061.6,124.9,2015,6654,65876.1,"50,416",3303
DELAWARE,950787,233.911486,3.050104808,6.100209616,55.32259065,169.4385809,753.5862396,110.7503573,627.2698302,12.8314754,2016,6585,63108.7,"59,430",1755
DELAWARE,961939,453.4,5.6,34.7,112.5,300.5,2440.6,412.7,1885.6,142.3,2017,6443,62740.1,"50,639",3443
DELAWARE,967171,423.6,5,34.9,89.5,294.2,2324.4,326.5,1845.3,152.6,2018,6067,62764.7,"47,723",3305
DISTRICT OF COLUMBIA,601723,1330.2,21.9,31.1,718.8,558.4,4778.9,703.1,3238.9,836.9,2010,NA,109964.1,349,4477
DISTRICT OF COLUMBIA,632323,1243.7,13.9,37.3,638.3,554.1,4860.8,556.5,3725.3,579,2012,NA,112736.5,449,4976
FLORIDA,18801310,542.4,5.2,28.6,138.7,369.8,3558.4,899.5,2438.4,220.5,2010,104306,766199.2,"559,347",72390
FLORIDA,19057542,515.3,5.2,27.7,134.4,348,3522,892.9,2421.1,207.9,2011,103055,763745.9,"643,229",71906
FLORIDA,19317568,487.1,5.2,27.2,123.7,330.9,3276.7,794.9,2288.6,193.2,2012,101930,769309.1,"834,319",65683
FLORIDA,20271272,461.9,5.1,64.1,104.3,315.2,2813.2,539,2073.6,200.6,2015,101424,839124.3,"1,147,082",58280
FLORIDA,20984400,408,5,37.8,88.6,276.5,2512.4,423.4,1884.5,204.5,2017,98504,896117,"1,276,549",72088
FLORIDA,21299325,384.9,5.2,39.6,79.3,260.8,2281.8,337.7,1750.8,193.3,2018,97538,924873.3,"1,203,145",68605
GEORGIA,5995191,191.6369303,5.337611429,5.220851179,49.33954565,131.7389221,623.8666958,110.9889576,474.8305767,34.87795468,2008,NA,443416,"367,374",33209
GEORGIA,6766841,192.3201683,6.354516088,5.009723149,46.09240856,134.8635205,679.2682139,121.0165866,522.4298901,32.21591877,2009,56986,426263.8,"373,237",34809
GEORGIA,8150300,136.2526533,4.944603266,3.361839441,24.75982479,103.1863858,399.6540005,55.28630848,326.380624,16.29387875,2016,53627,498266.8,"612,985",1516
GEORGIA,9687653,403.3,5.8,21.6,127.7,248.2,3640.5,998.4,2329.3,312.8,2010,56432,433027.3,"333,247",32780
GEORGIA,9815210,373.2,5.6,20.9,123.8,222.9,3626.5,974.6,2351.7,300.3,2011,55944,439890.5,"367,894",34432
GEORGIA,9919945,378.9,5.9,21.4,125.6,226,3410.6,874.9,2248,287.7,2012,55457,444132.2,"465,560",34769
GEORGIA,9992167,365.7,5.6,45.7,125,209.3,3346.6,823.2,2254.9,268.5,2013,54004,450771.8,"527,885",29070
GEORGIA,10429379,357.2,6.7,26.1,96.3,228.1,2860.2,530.9,2077.4,251.8,2017,53667,516593.9,"541,655",32001
GEORGIA,10519475,326.6,6.1,25.2,78.7,216.6,2573.7,431.3,1907,235.4,2018,53647,528998.9,"549,532",36833
HAWAII,1145204,115.1759861,1.571772365,8.906710071,34.31702998,70.3804737,394.9514672,52.47973287,302.7408217,37.02397127,2008,NA,71689.3,"8,569",3795
HAWAII,1150076,121.2093809,1.391212407,10.43409305,35.30201482,74.08206066,463.0998299,45.91000943,371.8884665,42.43197841,2009,5891,69094.8,"10,511",3802
HAWAII,1360301,262.7,1.8,26.8,77.5,156.7,3314.2,636.8,2302.4,374.9,2010,5912,71006.5,"10,533",3725
HAWAII,1374810,287.2,1.2,31.6,75.8,178.6,3337.8,728,2305.6,304.3,2011,6037,72080.2,"12,635",3733
HAWAII,1392313,239.2,2.1,20.5,74.7,141.9,3075.2,573.1,2243.2,258.9,2012,5831,73582.7,"17,428",3720
HAWAII,1404054,251.6,1.5,48.5,80.6,142.2,3053.7,536.5,2254.8,262.4,2013,5632,74277.5,"17,416",3658
HAWAII,1420491,248.6,2.5,44,66.6,135.5,2870.3,396.4,2076.2,397.7,2018,5375,82651.9,"14,088",3624
HAWAII,1427538,250.6,2.7,39.7,75.4,132.7,2829.5,388.7,2071.7,369.1,2017,5630,80715.8,"12,742",3729
HAWAII,1428557,93.8709481,2.450024745,10.78010888,20.58020786,60.06060661,309.8231292,44.52044966,235.5523791,27.23027503,2016,5602,78905.1,"16,681",NA
HAWAII,1431603,293.4,1.3,67.1,84,168.9,3796.2,458,2934.5,403.7,2015,5879,77185.4,"15,290",3765
IDAHO,1324720,96.54870463,1.736215955,7.473277372,5.963524367,81.37568694,374.0413068,60.99402138,295.0812247,14.79557944,2016,8252,65535.3,"156,343",544
IDAHO,1435156,99.29234174,0.975503708,7.107241303,6.758847122,84.4507496,488.3789637,65.35874846,404.2766083,12.89058472,2008,NA,59703.9,"100,457",4461
IDAHO,1519531,103.1897342,1.052956471,7.699744197,8.028793095,86.40824044,481.5959661,67.58664351,396.0432528,12.70128744,2009,7400,57087.5,"99,243",4215
IDAHO,1567582,221,1.3,33.5,13.7,172.6,1995.8,414.8,1496.7,84.3,2010,7431,57906.7,"92,031",4341
IDAHO,1584985,200.9,2.3,27.4,11.6,159.6,2068.6,436.6,1547.9,84.1,2011,7739,57796.7,"106,616",4251
IDAHO,1595728,207.9,1.8,30,15.2,160.9,1983.5,450.3,1447.7,85.5,2012,7985,57764.4,"136,482",4265
IDAHO,1654930,215.6,1.9,74.1,11.6,160.1,1743.8,370,1260.7,113.1,2015,8052,63097.5,"136,946",4384
IDAHO,1716943,226.4,1.9,41.2,11.4,172,1635.4,329.4,1181.1,125,2017,8579,67818.2,"182,099",4506
IDAHO,1754208,227.1,2,45.1,11.4,168.6,1461.4,281.6,1067.8,112,2018,8664,70500.4,"207,320",5567
ILLINOIS,12830632,435.2,5.5,23.6,156.3,249.7,2681,587.6,1868.9,224.4,2010,48418,694961.1,"695,300",49849
INDIANA,4305899,170.0690146,3.715832629,4.482223108,30.77173896,131.0992199,463.4107767,51.27849028,371.9083982,37.73892514,2016,25546,316635.9,"1,436,725",1775
INDIANA,4658523,179.2628264,5.752896358,5.624100171,41.42944019,126.4563897,655.293534,96.06048956,512.2868343,42.28808144,2008,NA,298263.8,"219,900",15877
INDIANA,4679770,164.7516865,4.31645145,4.487400022,38.54890304,117.398932,632.4456116,90.11126615,507.5676796,30.83484872,2009,28808,277473.9,"273,803",16856
INDIANA,6483802,314.5,4.5,27.2,95.9,186.9,3042.4,726.7,2113.4,202.3,2010,28028,295133.2,"345,650",15577
INDIANA,6516922,331.8,4.8,27,107.1,193,3161.8,775.7,2158.8,227.3,2011,28906,296472,"359,840",15851
INDIANA,6537334,345.7,4.7,25.5,100.9,214.6,3029.2,728.3,2092,209,2012,28831,297552.7,"475,607",12032
INDIANA,6666818,399,6,39.4,99,254.6,2416.9,452.1,1733.8,231,2017,26024,322745.6,"830,357",9972
INDIANA,6691878,382.3,6.5,35.4,88.7,251.6,2179.3,377.6,1572.7,229.1,2018,26877,329298.8,"896,148",12513
IOWA,2756917,142.8407166,0.979354837,3.264516124,15.16186378,123.4349819,530.4838702,70.25964148,440.7459492,16.03240141,2009,8813,145618.3,"120,233",8057
IOWA,2765774,152.9409127,1.807812207,3.904874368,14.60712264,132.6211035,504.3796059,68.94995759,410.3372148,19.99440301,2008,NA,149131.9,"108,330",8031
IOWA,2810823,173.4723247,1.956722284,5.478822395,14.08840044,151.9483795,463.6720277,56.38917854,385.616597,18.67780362,2016,9031,168876.4,"202,277",845
IOWA,3046355,273.5,1.3,27.4,33.2,211.6,2242.5,546.8,1571.8,124,2010,9455,149535.6,"124,738",8085
IOWA,3062309,255.6,1.5,27.2,26.9,199.9,2330.3,568.2,1633.6,128.5,2011,9116,151247.9,"179,944",7573
IOWA,3074186,263.9,1.5,28.3,31.3,202.8,2271.8,556.1,1584.8,130.9,2012,8733,157250.8,"147,700",7375
IOWA,3123899,286.1,2.3,64.2,33.5,213.2,2047.3,476.7,1431.6,139,2015,8849,169375,"147,309",8025
IOWA,3145711,293.4,3.3,39.2,39.8,211,2125.3,479.3,1468.6,177.4,2017,9024,168434.5,"160,981",8160
KANSAS,1732223,112.4566525,2.886464387,7.273890255,11.83450399,90.46179389,282.8157806,33.4252576,225.5483272,20.95573145,2016,9920,149927.9,"196,548",1466
KANSAS,1813396,128.267626,2.536677041,8.271772961,15.55093317,101.9082429,392.9643608,49.74092807,322.1579842,17.42586837,2009,8641,133276.7,"142,984",10227
KANSAS,1895788,131.3965486,2.479180161,9.652978076,15.03332651,104.2310638,379.1035707,55.59693383,299.5060629,19.62244724,2008,NA,138657.9,"126,084",10284
KANSAS,2853118,369.1,3.5,38.8,54.1,272.7,3119.9,680.1,2229.2,210.6,2010,9051,134944.6,"144,156",10565
KANSAS,2871238,353.9,3.8,37.8,50.8,261.5,3080.1,654.4,2193.2,232.5,2011,9327,138562.6,"164,898",10058
KANSAS,2885905,354.6,2.9,36.5,52,263.2,3143.2,650.3,2258,234.9,2012,9682,140477.8,"210,972",9675
KANSAS,2911505,439,3.9,53.8,53,328.3,2633.9,430.6,1933.9,269.4,2018,10218,154582.7,"172,047",8992
KANSAS,2911641,389.9,4.4,98.5,62.4,267.6,2720.1,527.6,1953.5,238.9,2015,9857,146173.1,"185,859",8831
KANSAS,2913123,413,5.5,55.9,61.3,290.3,2800.9,478.2,2053.3,269.3,2017,9971,151465.7,"191,451",9613
KENTUCKY,660796,274.9713981,8.323294935,4.993976961,90.49691584,171.1572104,1013.928656,184.6258149,797.2203222,22.69989528,2008,NA,172150.8,"1,881,101",10188
KENTUCKY,2295577,154.0353471,6.185808622,8.53815838,45.95794434,93.35343576,676.9975479,118.2273563,538.6009705,15.1160253,2009,21638,165014.9,"2,189,578",10483
KENTUCKY,4339367,242.6,4.3,31.8,86.4,120.1,2551.3,698.5,1709.7,143.1,2010,20544,172044.7,"2,385,579",10104
KENTUCKY,4369356,238.2,3.5,33.5,84.5,116.7,2708.8,745,1811.1,152.7,2011,21545,174136,"2,280,832",9063
KENTUCKY,4380415,222.6,4.5,29,80.7,108.4,2552.9,675.4,1725.2,152.2,2012,22110,176302.3,"2,589,358",9728
KENTUCKY,4424357,78.81371237,4.181398563,5.334108437,25.35961723,43.93858814,411.7886509,67.67085025,322.8943776,20.02550879,2016,23022,182618.6,"3,676,847",1995
KENTUCKY,4425092,218.7,4.7,56.2,74.7,105.5,2177.6,503,1498.7,175.9,2015,21701,181323.1,"3,218,371",7730
KENTUCKY,4454189,225.8,5.9,37.3,66.4,116.2,2129.1,453.4,1445.7,230,2017,23543,184540.9,"4,641,480",9811
KENTUCKY,4468402,211.9,5.5,38.2,55,113.2,1962.6,384.7,1348.2,229.6,2018,23431,187215.5,"4,912,441",9588
LOUISIANA,2410236,410.4992208,7.551127773,9.293695721,41.65567189,351.9987254,927.6684939,152.4746954,739.0147687,30.20451109,2009,39780,238666.1,"247,084",15453
LOUISIANA,2471978,373.6279206,7.402978505,9.627917401,41.86930466,314.7277201,798.631703,155.3411883,599.1962712,37.2171597,2008,NA,235276.2,"248,355",22621
LOUISIANA,4183659,271.8194767,8.102954854,11.92735832,39.34355071,212.4456128,773.3660893,129.5994726,607.9845418,33.17670011,2016,35682,228252.5,"391,869",59
LOUISIANA,4533372,549,11.2,27.2,114.9,395.6,3647.5,1002.2,2427.1,218.2,2010,39445,247350.9,"239,204",18493
LOUISIANA,4574836,555.3,11.2,27.7,114.5,401.9,3688.5,1012.5,2476.6,199.4,2011,39710,234062.7,"264,552",20593
LOUISIANA,4601893,496.9,10.8,25.2,119,342,3540.6,915.7,2453.7,171.3,2012,40172,233623.1,"326,290",19364
LOUISIANA,4659978,537.5,11.4,44.7,98,383.4,3276,668.1,2360.4,247.6,2018,32397,237372.2,"307,192",18554
LOUISIANA,4670724,539.7,10.3,63.9,118.8,373.7,3353.4,759,2385.8,208.6,2015,36377,232457.6,"372,613",13245
LOUISIANA,4684333,557,12.4,39.9,114.4,390.3,3366.8,731.5,2401.3,234,2017,33739,231373.1,"329,201",20049
MAINE,1314189,55.92802862,0.608740448,5.478664028,14.00103029,35.83959385,633.4705282,102.8771356,500.6890181,25.11054346,2008,NA,53921,"56,561",2961
MAINE,1316989,54.06271427,1.442684791,6.302254613,14.73057102,31.58720384,620.5822524,103.4177203,492.1073752,18.98269462,2009,2206,53063.6,"60,955",2859
MAINE,1328188,123.2,2,29.6,27.8,63.8,2545.5,591.3,1873,81.2,2011,2145,53087.8,"73,127",2819
MAINE,1328361,122,1.8,29.3,31.2,59.8,2479.3,554,1850.8,74.5,2010,2154,53776.2,"65,988",2839
MAINE,1328762,58.24970913,1.204128354,4.59073935,10.46086508,41.99397635,426.5624694,51.25071307,354.0137361,15.50315256,2016,2404,54971,"111,582",468
MAINE,1329192,122.7,1.9,28,31.8,61,2509.9,561.3,1873.7,74.9,2012,2108,52874,"91,834",2826
MAINE,1335907,121,1.7,35.4,18.6,65.3,1507.1,249.6,1198.1,59.4,2017,2404,56189.3,"96,590",2900
MAINE,1338404,112.1,1.8,33.3,17,60,1357.8,202.7,1097.1,58.1,2018,2425,57450.4,"93,360",2932
MARYLAND,5197665,187.3341202,5.194640286,7.753481611,62.00861348,112.3773848,494.7413887,91.90665424,367.1456317,28.89759151,2016,19994,356817.6,"165,367",4045
MARYLAND,5574256,233.2329193,5.507461444,7.247603985,79.70570422,140.7721497,684.3424486,132.9504781,482.19888,59.05720871,2008,NA,315858.9,"89,583",20797
MARYLAND,5674380,219.6539534,5.604136487,7.789397256,73.75255094,132.5078687,630.5358471,116.2241514,462.2178987,43.47611545,2009,22255,314862.8,"95,191",20609
MARYLAND,5773552,547.7,7.4,21.3,191.5,327.5,2997.3,632.9,2051.7,312.6,2010,22645,327234.5,"88,162",20467
MARYLAND,5828289,494.1,6.8,20.5,177.5,289.3,2860.2,614,1970.5,275.7,2011,22558,334306.6,"103,020",20453
MARYLAND,5884563,476.8,6.3,21,172.3,277.2,2753.5,573.2,1924.9,255.3,2012,21522,334821.6,"136,604",17956
MARYLAND,5928814,473.8,6.4,45.7,169.5,272,2663.5,538.9,1898.3,226.3,2013,21335,334939,"231,182",22726
MARYLAND,5976407,446.1,6.1,46.2,159.7,253.2,2507.5,468.7,1819.6,219.2,2014,21011,338734,"142,207",20745
MARYLAND,6006401,457.2,8.6,47.4,164.2,256.7,2315,427.5,1668.5,218.9,2015,20764,345230.2,"125,694",22959
MARYLAND,6042718,468.7,8.1,32.8,160.8,267,2033.3,312.6,1519.8,200.9,2018,18856,368860.2,"151,470",19916
MARYLAND,6052177,500.2,9,27.9,185.1,278.2,2222.3,388.4,1609.7,224.2,2017,19367,360030.1,"158,659",20060
MASSACHUSETTS,5819911,214.3331745,1.323044287,5.326541935,35.48164225,172.201946,317.3759874,64.00441519,238.9383618,12.14795209,2008,NA,412600.5,"119,859",20173
MASSACHUSETTS,6130470,212.1044553,1.23970919,5.268764059,34.72816929,170.8678127,327.821521,61.30035707,253.5857773,11.35312627,2009,11316,408061.8,"98,864",16783
MASSACHUSETTS,6436240,150.0254807,0.901147254,4.707717549,19.6232583,124.7933576,232.6358246,33.17154115,188.6194424,9.601879358,2016,9403,478961,"226,212",3300
MASSACHUSETTS,6547629,466.6,3.2,26.7,105,331.8,2350.5,576.8,1598.8,174.9,2010,11313,424581.3,"115,904",19574
MASSACHUSETTS,6587536,428.4,2.8,24.7,102.7,298.1,2258.7,554.6,1540.3,163.7,2011,11623,434723.5,"153,487",19771
MASSACHUSETTS,6646144,405.5,1.8,24.7,98.6,280.4,2153,519.7,1494.4,138.9,2012,11308,444329.8,"210,453",19282
MASSACHUSETTS,6794422,390.9,1.9,54.2,77.8,280.7,1690.7,322.2,1249.7,118.8,2015,9922,471135.3,"167,285",20673
MASSACHUSETTS,6859819,358,2.5,32,71,252.5,1437,249.1,1078,109.9,2017,9133,490839.8,"206,492",20119
MASSACHUSETTS,6902149,338.1,2,34.9,60,241.2,1263.3,200.8,966.8,95.7,2018,8692,506072.8,"211,295",20340
MICHIGAN,8664761,143.0853084,1.63882189,6.670697553,28.71400608,106.0617829,405.8507788,72.14278617,296.5575161,33.68817674,2008,NA,416701.8,"357,335",26495
MICHIGAN,9569737,139.2932742,2.309363361,6.614601843,26.86594208,103.5033669,405.6224325,67.51491708,308.984458,26.07177188,2009,45478,380091.2,"362,172",25419
MICHIGAN,9696514,125.4368322,1.711955451,7.837868331,15.12914848,100.75786,271.1799313,33.86784158,220.3472299,14.56193432,2016,41122,452268.8,"579,605",3254
MICHIGAN,9876187,445.3,6.2,44,105.2,289.9,2612.1,724.9,1629,258.2,2011,42940,411465.7,"356,635",23744
MICHIGAN,9883360,454.5,7,46.4,105.6,295.5,2530.5,664.4,1612,254.1,2012,43636,418857.4,"430,405",23165
MICHIGAN,9883640,490.3,5.7,47.3,116.3,321,2713.6,747.4,1689.5,276.8,2010,44165,400941.4,"348,200",24426
MICHIGAN,9922576,415.5,5.8,107,78.6,266.2,1885.6,403.5,1323.2,158.9,2015,42628,442481.8,"500,921",22913
MICHIGAN,9962311,450,5.7,70.6,65.1,308.5,1800,357.8,1245.7,196.5,2017,39666,459129.1,"513,243",23856
MICHIGAN,9995915,449.4,5.5,76.9,56.6,310.3,1653.5,316.6,1162.3,174.6,2018,38761,470529.2,"489,957",23991
MINNESOTA,5303925,236,1.8,33.9,63.9,136.4,2572.3,460.3,1950,161.9,2010,9796,284863.9,"297,390",13509
MINNESOTA,5344861,221.2,1.4,31.1,63.4,125.4,2549.4,481.3,1915.1,153.1,2011,9800,290630.4,"337,534",13409
MISSISSIPPI,1308021,148.7743698,10.32093521,12.61447637,43.73018476,82.10877348,849.2982911,171.8626842,632.635103,37.0789154,2008,NA,104386.2,"181,068",8243
MISSISSIPPI,1383530,114.7788628,8.456629058,6.07142599,32.52549638,67.72531134,593.3373328,94.61305501,470.1741198,24.71937725,2016,19192,100656.5,"276,161",168
MISSISSIPPI,1630766,126.6276094,6.683975506,8.523601792,40.28781566,71.13221639,818.9403017,163.9107021,624.9210494,23.60853734,2009,21482,99463,"167,057",8764
MISSISSIPPI,2967297,269.7,7,31.2,93.7,137.8,2985,1026,1778.4,180.6,2010,21067,99983.6,"169,873",10325
MISSISSIPPI,2978512,269.8,8,29,83.7,149.1,3025.5,1037.7,1822.5,165.4,2011,21386,98727.7,"185,059",6216
MISSISSIPPI,2984100,285.7,8.2,36.6,69.4,171.5,2733.9,828.1,1750.6,155.2,2017,19103,101515.7,"251,852",4437
MISSISSIPPI,2984926,260.8,7.4,27.5,76.5,149.4,2811,940.6,1725.6,144.8,2012,22319,99614.6,"222,297",5662
