X1,X2,State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,INDIANA,"Rate per 100,000 inhabitants",,345.7,4.7,25.5,100.9,214.6,"3,029.20",728.3,"2,092.00",209
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,Metropolitan Statistical Area,,"1,773,013",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,Metropolitan Statistical Area,Area actually reporting,98.40%,"5,356",31,625,829,"3,871","48,220","11,157","34,135","2,928"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,Metropolitan Statistical Area,Estimated total,100.00%,"5,394",31,631,830,"3,902","48,560","11,259","34,349","2,952"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,Cities outside metropolitan areas,,"604,442",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,IOWA,Area actually reporting,89.70%,"1,799",11,167,110,"1,511","14,660","3,600","10,434",626
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,IOWA,Estimated total,100.00%,"2,005",12,186,123,"1,684","16,339","4,012","11,629",698
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,Nonmetropolitan counties,,"696,731",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,IOWA,Area actually reporting,86.00%,613,2,46,8,557,"4,249","1,570","2,358",321
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,IOWA,Estimated total,100.00%,713,2,54,9,648,"4,940","1,825","2,742",373
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,State Total,,"3,074,186","8,112",45,871,962,"6,234","69,839","17,096","48,720","4,023"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IOWA,IOWA,"Rate per 100,000 inhabitants",,263.9,1.5,28.3,31.3,202.8,"2,271.80",556.1,"1,584.80",130.9
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,Metropolitan Statistical Area,,"1,923,596",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,Metropolitan Statistical Area,Area actually reporting,99.20%,"7,207",67,689,"1,297","5,154","63,939","12,207","46,230","5,502"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,Metropolitan Statistical Area,Estimated total,100.00%,"7,239",67,693,"1,301","5,178","64,300","12,269","46,505","5,526"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,Cities outside metropolitan areas,,"620,655",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,KANSAS,Area actually reporting,96.10%,"2,233",9,277,178,"1,769","20,552","4,470","15,223",859
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,KANSAS,Estimated total,100.00%,"2,323",9,288,185,"1,841","21,384","4,651","15,839",894
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,Nonmetropolitan counties,,"341,654",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,KANSAS,Area actually reporting,97.60%,654,8,70,14,562,"4,904","1,802","2,753",349
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,KANSAS,Estimated total,100.00%,670,8,72,14,576,"5,026","1,847","2,821",358
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,State Total,,"2,885,905","10,232",84,"1,053","1,500","7,595","90,710","18,767","65,165","6,778"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KANSAS,KANSAS,"Rate per 100,000 inhabitants",,354.6,2.9,36.5,52,263.2,"3,143.20",650.3,"2,258.00",234.9
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,Metropolitan Statistical Area,,"2,530,495",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,Metropolitan Statistical Area,Area actually reporting,99.60%,"7,289",101,656,"2,925","3,607","79,535","18,970","55,714","4,851"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,Metropolitan Statistical Area,Estimated total,100.00%,"7,313",101,660,"2,937","3,615","79,876","19,048","55,961","4,867"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,Cities outside metropolitan areas,,"530,844",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,KENTUCKY,Area actually reporting,95.70%,936,17,146,363,410,"16,643","3,617","12,404",622
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,KENTUCKY,Estimated total,100.00%,979,18,153,379,429,"17,398","3,781","12,967",650
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,Nonmetropolitan counties,,"1,319,076",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,KENTUCKY,Area actually reporting,97.40%,"1,422",74,447,213,688,"14,173","6,582","6,470","1,121"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,KENTUCKY,Estimated total,100.00%,"1,460",76,459,219,706,"14,552","6,758","6,643","1,151"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,State Total,,"4,380,415","9,752",195,"1,272","3,535","4,750","111,826","29,587","75,571","6,668"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",KENTUCKY,KENTUCKY,"Rate per 100,000 inhabitants",,222.6,4.5,29,80.7,108.4,"2,552.90",675.4,"1,725.20",152.2
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,Metropolitan Statistical Area,,"3,823,577",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,Metropolitan Statistical Area,Area actually reporting,96.60%,"18,739",450,908,"4,972","12,409","136,314","35,438","93,929","6,947"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,Metropolitan Statistical Area,Estimated total,100.00%,"19,200",456,934,"5,059","12,751","140,631","36,395","97,127","7,109"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,Cities outside metropolitan areas,,"279,709",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,LOUISIANA,Area actually reporting,77.40%,"1,744",17,75,251,"1,401","10,168","2,717","7,222",229
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,LOUISIANA,Estimated total,100.00%,"2,254",22,97,324,"1,811","13,140","3,511","9,333",296
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,Nonmetropolitan counties,,"498,607",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,LOUISIANA,Area actually reporting,88.50%,"1,250",15,112,81,"1,042","8,110","1,977","5,712",421
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,LOUISIANA,Estimated total,100.00%,"1,414",17,127,92,"1,178","9,165","2,234","6,455",476
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,State Total,,"4,601,893","22,868",495,"1,158","5,475","15,740","162,936","42,140","112,915","7,881"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",LOUISIANA,LOUISIANA,"Rate per 100,000 inhabitants",,496.9,10.8,25.2,119,342,"3,540.60",915.7,"2,453.70",171.3
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,Metropolitan Statistical Area,,"777,579",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,Metropolitan Statistical Area,Area actually reporting,100.00%,982,15,200,324,443,"20,607","4,179","15,819",609
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,Cities outside metropolitan areas,,"272,036",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,MAINE,Area actually reporting,100.00%,402,4,114,75,209,"8,280","1,683","6,382",215
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,Nonmetropolitan counties,,"279,577",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,MAINE,Area actually reporting,100.00%,247,6,58,24,159,"4,474","1,599","2,704",171
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,State Total,,"1,329,192","1,631",25,372,423,811,"33,361","7,461","24,905",995
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MAINE,MAINE,"Rate per 100,000 inhabitants",,122.7,1.9,28,31.8,61,"2,509.90",561.3,"1,873.70",74.9
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,Metropolitan Statistical Area,,"5,729,173",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"27,531",364,"1,188","10,040","15,939","158,189","32,580","110,726","14,883"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,Cities outside metropolitan areas,,"52,943",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,MARYLAND,Area actually reporting,100.00%,321,2,31,74,214,"1,934",438,"1,442",54
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,Nonmetropolitan counties,,"102,447",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,MARYLAND,Area actually reporting,100.00%,203,3,16,27,157,"1,908",714,"1,106",88
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,State Total,,"5,884,563","28,055",369,"1,235","10,141","16,310","162,031","33,732","113,274","15,025"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MARYLAND,MARYLAND,"Rate per 100,000 inhabitants",,476.8,6.3,21,172.3,277.2,"2,753.50",573.2,"1,924.90",255.3
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,Metropolitan Statistical Area,,"6,546,761",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,Metropolitan Statistical Area,Area actually reporting,98.00%,"26,233",120,"1,590","6,432","18,091","138,322","33,264","96,045","9,013"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,Metropolitan Statistical Area,Estimated total,100.00%,"26,648",120,"1,620","6,516","18,392","140,839","33,874","97,803","9,162"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,Cities outside metropolitan areas,,"91,869",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,87.20%,245,1,19,31,194,"1,963",581,"1,321",61
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,MASSACHUSETTS,Estimated total,100.00%,281,1,22,36,222,"2,250",666,"1,514",70
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,Nonmetropolitan counties,,"7,514",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,100.00%,24,0,0,0,24,0,0,0,0
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,State Total,,"6,646,144","26,953",121,"1,642","6,552","18,638","143,089","34,540","99,317","9,232"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MASSACHUSETTS,MASSACHUSETTS,"Rate per 100,000 inhabitants",,405.5,1.8,24.7,98.6,280.4,"2,153.00",519.7,"1,494.40",138.9
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,Metropolitan Statistical Area,,"8,069,120",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,Metropolitan Statistical Area,Area actually reporting,98.70%,"40,674",659,"3,365","10,225","26,425","212,949","57,129","132,041","23,779"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,Metropolitan Statistical Area,Estimated total,100.00%,"40,963",660,"3,398","10,292","26,613","215,518","57,671","133,871","23,976"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,Cities outside metropolitan areas,,"609,654",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,MICHIGAN,Area actually reporting,87.00%,"1,381",8,376,70,927,"15,020","2,244","12,359",417
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,MICHIGAN,Estimated total,100.00%,"1,587",9,432,80,"1,066","17,268","2,580","14,209",479
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,Nonmetropolitan counties,,"1,204,586",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,MICHIGAN,Area actually reporting,89.80%,"2,131",18,682,56,"1,375","15,550","4,862","10,095",593
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,MICHIGAN,Estimated total,100.00%,"2,372",20,759,62,"1,531","17,315","5,414","11,241",660
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,State Total,,"9,883,360","44,922",689,"4,589","10,434","29,210","250,101","65,665","159,321","25,115"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MICHIGAN,MICHIGAN,"Rate per 100,000 inhabitants",,454.5,7,46.4,105.6,295.5,"2,530.50",664.4,"1,612.00",254.1
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,Metropolitan Statistical Area,,"4,129,414",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,Metropolitan Statistical Area,Area actually reporting,100.00%,,84,,"3,360","5,716","113,606","20,487","85,803","7,316"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,Cities outside metropolitan areas,,"491,959",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,MINNESOTA2,Area actually reporting,100.00%,,5,,95,996,"15,178","2,300","12,291",587
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,Nonmetropolitan counties,,"757,766",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,MINNESOTA2,Area actually reporting,100.00%,,10,,20,495,"9,368","2,591","6,222",555
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,State Total,,"5,379,139","12,419",99,"1,638","3,475","7,207","138,152","25,378","104,316","8,458"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MINNESOTA2,MINNESOTA2,"Rate per 100,000 inhabitants",,230.9,1.8,30.5,64.6,134,"2,568.30",471.8,"1,939.30",157.2
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,Metropolitan Statistical Area,,"1,346,110",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,Metropolitan Statistical Area,Area actually reporting,87.30%,"3,582",105,398,"1,374","1,705","39,268","11,667","25,114","2,487"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,Metropolitan Statistical Area,Estimated total,100.00%,"3,803",111,429,"1,421","1,842","42,480","12,719","27,092","2,669"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,Cities outside metropolitan areas,,"589,064",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,MISSISSIPPI,Area actually reporting,77.50%,"1,753",43,186,544,980,"20,580","6,820","13,051",709
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,MISSISSIPPI,Estimated total,100.00%,"2,261",55,240,702,"1,264","26,539","8,795","16,830",914
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,Nonmetropolitan counties,,"1,049,752",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,MISSISSIPPI,Area actually reporting,54.10%,932,29,83,87,733,"8,058","3,552","4,106",400
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,MISSISSIPPI,Estimated total,100.00%,"1,722",54,153,161,"1,354","14,887","6,562","7,586",739
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,State Total,,"2,984,926","7,786",220,822,"2,284","4,460","83,906","28,076","51,508","4,322"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSISSIPPI,MISSISSIPPI,"Rate per 100,000 inhabitants",,260.8,7.4,27.5,76.5,149.4,"2,811.00",940.6,"1,725.60",144.8
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,Metropolitan Statistical Area,,"4,459,490",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,Metropolitan Statistical Area,Area actually reporting,99.90%,"22,444",366,"1,236","5,480","15,362","158,787","32,998","111,426","14,363"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,Metropolitan Statistical Area,Estimated total,100.00%,"22,415",336,"1,236","5,480","15,363","158,804","33,001","111,439","14,364"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,Cities outside metropolitan areas,,"663,032",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,MISSOURI,Area actually reporting,99.80%,"2,799",14,147,246,"2,392","26,657","4,628","21,053",976
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,MISSOURI,Estimated total,100.00%,"2,805",14,147,247,"2,397","26,718","4,639","21,101",978
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,Nonmetropolitan counties,,"899,466",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,MISSOURI,Area actually reporting,100.00%,"1,935",39,128,55,"1,713","14,068","4,826","8,276",966
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,State Total,,"6,021,988","27,155",389,"1,511","5,782","19,473","199,590","42,466","140,816","16,308"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MISSOURI,MISSOURI,"Rate per 100,000 inhabitants",,450.9,6.5,25.1,96,323.4,"3,314.40",705.2,"2,338.40",270.8
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,Metropolitan Statistical Area,,"355,392",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,Metropolitan Statistical Area,Area actually reporting,100.00%,971,3,100,133,735,"12,486","1,851","9,838",797
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,Cities outside metropolitan areas,,"203,868",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,MONTANA,Area actually reporting,97.50%,894,11,180,39,664,"7,149",935,"5,795",419
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,MONTANA,Estimated total,100.00%,917,11,185,40,681,"7,335",959,"5,946",430
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,Nonmetropolitan counties,,"445,881",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,MONTANA,Area actually reporting,98.80%,838,13,93,18,714,"6,074","1,071","4,547",456
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,MONTANA,Estimated total,100.00%,848,13,94,18,723,"6,149","1,084","4,603",462
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,State Total,,"1,005,141","2,736",27,379,191,"2,139","25,970","3,894","20,387","1,689"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",MONTANA,MONTANA,"Rate per 100,000 inhabitants",,272.2,2.7,37.7,19,212.8,"2,583.70",387.4,"2,028.30",168
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,Metropolitan Statistical Area,,"1,177,981",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,Metropolitan Statistical Area,Area actually reporting,97.90%,"4,028",46,494,"1,077","2,411","38,248","6,483","28,160","3,605"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,Metropolitan Statistical Area,Estimated total,100.00%,"4,044",46,498,"1,078","2,422","38,569","6,551","28,391","3,627"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,Cities outside metropolitan areas,,"343,307",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,NEBRASKA,Area actually reporting,88.90%,532,3,157,40,332,"8,423","1,324","6,784",315
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,NEBRASKA,Estimated total,100.00%,599,3,177,45,374,"9,477","1,490","7,633",354
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,Nonmetropolitan counties,,"334,237",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,NEBRASKA,Area actually reporting,81.40%,139,3,29,6,101,"2,501",565,"1,801",135
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,NEBRASKA,Estimated total,100.00%,171,4,36,7,124,"3,072",694,"2,212",166
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,State Total,,"1,855,525","4,814",53,711,"1,130","2,920","51,118","8,735","38,236","4,147"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEBRASKA,NEBRASKA,"Rate per 100,000 inhabitants",,259.4,2.9,38.3,60.9,157.4,"2,754.90",470.8,"2,060.70",223.5
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,Metropolitan Statistical Area,,"2,487,122",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,Metropolitan Statistical Area,Area actually reporting,100.00%,"15,754",107,824,"4,852","9,971","71,770","20,521","41,708","9,541"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,Cities outside metropolitan areas,,"46,956",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,NEVADA,Area actually reporting,100.00%,305,12,39,19,235,"1,815",469,"1,187",159
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,Nonmetropolitan counties,,"224,853",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,NEVADA,Area actually reporting,100.00%,704,5,68,47,584,"3,925","1,130","2,477",318
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,State Total,,"2,758,931","16,763",124,931,"4,918","10,790","77,510","22,120","45,372","10,018"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEVADA,NEVADA,"Rate per 100,000 inhabitants",,607.6,4.5,33.7,178.3,391.1,"2,809.40",801.8,"1,644.60",363.1
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",NEW HAMPSHIRE,Metropolitan Statistical Area,,"823,334",,,,,,,,,
