X1,X2,State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARIZONA,State Total,,"6,553,255","28,108",358,"2,277","7,386","18,087","231,930","52,934","159,838","19,158"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARIZONA,ARIZONA,"Rate per 100,000 inhabitants",,428.9,5.5,34.7,112.7,276,"3,539.20",807.8,"2,439.10",292.3
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,Metropolitan Statistical Area,,"1,782,720",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,Metropolitan Statistical Area,Area actually reporting,92.50%,"9,710",118,801,"1,894","6,897","71,252","19,357","48,012","3,883"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,Metropolitan Statistical Area,Estimated total,100.00%,"10,163",122,853,"1,913","7,275","73,787","20,322","49,371","4,094"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,Cities outside metropolitan areas,,"510,920",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,ARKANSAS,Area actually reporting,98.70%,"2,273",33,231,342,"1,667","21,509","7,274","13,549",686
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,ARKANSAS,Estimated total,100.00%,"2,303",33,234,347,"1,689","21,796","7,371","13,730",695
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,Nonmetropolitan counties,,"655,491",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,ARKANSAS,Area actually reporting,89.00%,"1,217",16,142,53,"1,006","10,995","3,734","6,429",832
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,ARKANSAS,Estimated total,100.00%,"1,369",18,160,60,"1,131","12,358","4,197","7,226",935
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,State Total,,"2,949,131","13,835",173,"1,247","2,320","10,095","107,941","31,890","70,327","5,724"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ARKANSAS,ARKANSAS,"Rate per 100,000 inhabitants",,469.1,5.9,42.3,78.7,342.3,"3,660.10","1,081.30","2,384.70",194.1
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,Metropolitan Statistical Area,,"37,191,572",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,Metropolitan Statistical Area,Area actually reporting,99.90%,"157,689","1,852","7,562","56,074","92,201","1,028,710","239,283","622,803","166,624"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,Metropolitan Statistical Area,Estimated total,100.00%,"157,749","1,852","7,565","56,094","92,238","1,029,164","239,392","623,083","166,689"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,Cities outside metropolitan areas,,"277,160",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,CALIFORNIA,Area actually reporting,100.00%,"1,573",9,118,268,"1,178","10,573","2,727","7,078",768
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,Nonmetropolitan counties,,"572,698",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,CALIFORNIA,Area actually reporting,100.00%,"1,622",23,154,159,"1,286","9,728","3,648","4,929","1,151"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,State Total,,"38,041,430","160,944","1,884","7,837","56,521","94,702","1,049,465","245,767","635,090","168,608"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CALIFORNIA,CALIFORNIA,"Rate per 100,000 inhabitants",,423.1,5,20.6,148.6,248.9,"2,758.70",646.1,"1,669.50",443.2
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,Metropolitan Statistical Area,,"4,492,292",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,Metropolitan Statistical Area,Area actually reporting,99.20%,"14,734",145,"1,936","3,297","9,356","126,058","23,715","90,810","11,533"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,Metropolitan Statistical Area,Estimated total,100.00%,"14,813",145,"1,948","3,309","9,411","127,022","23,859","91,563","11,600"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,Cities outside metropolitan areas,,"329,576",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,COLORADO,Area actually reporting,91.40%,723,7,104,72,540,"8,366","1,278","6,801",287
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,COLORADO,Estimated total,100.00%,792,8,114,79,591,"9,152","1,398","7,440",314
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,Nonmetropolitan counties,,"365,714",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,COLORADO,Area actually reporting,88.70%,370,8,45,6,311,"2,745",798,"1,789",158
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,COLORADO,Estimated total,100.00%,418,9,51,7,351,"3,096",900,"2,018",178
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,State Total,,"5,187,582","16,023",162,"2,113","3,395","10,353","139,270","26,157","101,021","12,092"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",COLORADO,COLORADO,"Rate per 100,000 inhabitants",,308.9,3.1,40.7,65.4,199.6,"2,684.70",504.2,"1,947.40",233.1
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,Metropolitan Statistical Area,,"2,933,569",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,Metropolitan Statistical Area,Area actually reporting,100.00%,"9,680",108,828,"3,609","5,135","69,896","13,021","50,840","6,035"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,Cities outside metropolitan areas,,"118,014",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,CONNECTICUT,Area actually reporting,100.00%,124,2,37,19,66,"2,326",378,"1,848",100
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,Nonmetropolitan counties,,"538,764",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,CONNECTICUT,Area actually reporting,100.00%,356,36,54,59,207,"4,612","1,312","2,986",314
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,State Total,,"3,590,347","10,160",146,919,"3,687","5,408","76,834","14,711","55,674","6,449"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",CONNECTICUT,CONNECTICUT,"Rate per 100,000 inhabitants",,283,4.1,25.6,102.7,150.6,"2,140.00",409.7,"1,550.70",179.6
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,Metropolitan Statistical Area,,"917,092",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,Metropolitan Statistical Area,Area actually reporting,100.00%,"5,020",57,243,"1,492","3,228","30,639","7,371","21,832","1,436"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,Cities outside metropolitan areas,,None,,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,Nonmetropolitan counties,,None,,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,State Total,,"917,092","5,020",57,243,"1,492","3,228","30,639","7,371","21,832","1,436"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DELAWARE,DELAWARE,"Rate per 100,000 inhabitants",,547.4,6.2,26.5,162.7,352,"3,340.90",803.7,"2,380.60",156.6
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,Metropolitan Statistical Area,,"632,323",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,Metropolitan Statistical Area,Area actually reporting,100.00%,"7,864",88,236,"4,036","3,504","30,736","3,519","23,556","3,661"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,Cities outside metropolitan areas,,None,,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,Nonmetropolitan counties,,None,,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,Total,,"632,323","7,864",88,236,"4,036","3,504","30,736","3,519","23,556","3,661"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",DISTRICT OF COLUMBIA1,DISTRICT OF COLUMBIA1,"Rate per 100,000 inhabitants",,"1,243.70",13.9,37.3,638.3,554.1,"4,860.80",556.5,"3,725.30",579
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,Metropolitan Statistical Area,,"18,601,449",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,Metropolitan Statistical Area,Area actually reporting,99.90%,"90,584",986,"5,012","23,480","61,106","613,039","146,949","429,515","36,575"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,Metropolitan Statistical Area,Estimated total,100.00%,"90,694",986,"5,017","23,513","61,178","613,951","147,151","430,173","36,627"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,Cities outside metropolitan areas,,"146,081",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,FLORIDA,Area actually reporting,98.50%,"1,066",7,60,189,810,"6,429","1,710","4,514",205
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,FLORIDA,Estimated total,100.00%,"1,082",7,61,192,822,"6,526","1,736","4,582",208
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,Nonmetropolitan counties,,"570,038",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,FLORIDA,Area actually reporting,100.00%,"2,311",16,182,184,"1,929","12,511","4,676","7,340",495
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,State Total,,"19,317,568","94,087","1,009","5,260","23,889","63,929","632,988","153,563","442,095","37,330"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",FLORIDA,FLORIDA,"Rate per 100,000 inhabitants",,487.1,5.2,27.2,123.7,330.9,"3,276.70",794.9,"2,288.60",193.2
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,Metropolitan Statistical Area,,"8,122,687",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,Metropolitan Statistical Area,Area actually reporting,99.50%,"31,515",492,"1,712","11,396","17,915","281,144","71,871","182,887","26,386"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,Metropolitan Statistical Area,Estimated total,100.00%,"31,675",492,"1,721","11,453","18,009","282,825","72,230","184,075","26,520"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,Cities outside metropolitan areas,,"663,946",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,GEORGIA,Area actually reporting,92.60%,"3,180",37,215,750,"2,178","29,697","7,137","21,745",815
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,GEORGIA,Estimated total,100.00%,"3,434",40,232,810,"2,352","32,074","7,708","23,486",880
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,Nonmetropolitan counties,,"1,133,312",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,GEORGIA,Area actually reporting,96.20%,"2,388",47,165,192,"1,984","22,544","6,592","14,859","1,093"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,GEORGIA,Estimated total,100.00%,"2,482",49,171,200,"2,062","23,430","6,851","15,443","1,136"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,State Total,,"9,919,945","37,591",581,"2,124","12,463","22,423","338,329","86,789","223,004","28,536"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",GEORGIA,GEORGIA,"Rate per 100,000 inhabitants",,378.9,5.9,21.4,125.6,226,"3,410.60",874.9,"2,248.00",287.7
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,Metropolitan Statistical Area,,"1,134,635",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,675",25,204,939,"1,507","34,679","6,039","25,607","3,033"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,Cities outside metropolitan areas,,None,,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,Nonmetropolitan counties,,"257,678",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,HAWAII,Area actually reporting,100.00%,655,4,81,101,469,"8,138","1,940","5,626",572
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,State Total,,"1,392,313","3,330",29,285,"1,040","1,976","42,817","7,979","31,233","3,605"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",HAWAII,HAWAII,"Rate per 100,000 inhabitants",,239.2,2.1,20.5,74.7,141.9,"3,075.20",573.1,"2,243.20",258.9
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,Metropolitan Statistical Area,,"1,046,821",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,Metropolitan Statistical Area,Area actually reporting,99.90%,"2,241",11,319,189,"1,722","23,187","4,920","17,332",935
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,Metropolitan Statistical Area,Estimated total,100.00%,"2,242",11,319,189,"1,723","23,198","4,922","17,341",935
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,Cities outside metropolitan areas,,"249,143",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,IDAHO,Area actually reporting,100.00%,679,6,94,47,532,"5,316","1,191","3,905",220
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,Nonmetropolitan counties,,"299,764",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,IDAHO,Area actually reporting,100.00%,397,12,66,7,312,"3,137","1,073","1,855",209
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,State Total,,"1,595,728","3,318",29,479,243,"2,567","31,651","7,186","23,101","1,364"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",IDAHO,IDAHO,"Rate per 100,000 inhabitants",,207.9,1.8,30,15.2,160.9,"1,983.50",450.3,"1,447.70",85.5
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,Metropolitan Statistical Area,,"11,351,574",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,Metropolitan Statistical Area,Area actually reporting,96.70%,"49,174",718,"3,047","19,031","26,378","296,052","62,951","208,470","24,631"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,Metropolitan Statistical Area,Estimated total,100.00%,"49,982",726,"3,139","19,245","26,872","303,879","64,538","214,378","24,963"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,Cities outside metropolitan areas,,"833,251",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,ILLINOIS,Area actually reporting,87.80%,"2,323",10,290,182,"1,841","18,413","3,761","14,233",419
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,ILLINOIS,Estimated total,100.00%,"2,644",11,330,207,"2,096","20,960","4,281","16,202",477
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,Nonmetropolitan counties,,"690,430",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,ILLINOIS,Area actually reporting,94.30%,733,7,95,18,613,"6,768","2,153","4,379",236
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,ILLINOIS,Estimated total,100.00%,777,7,101,19,650,"7,174","2,282","4,642",250
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,State Total,,"12,875,255","53,403",744,"3,570","19,471","29,618","332,013","71,101","235,222","25,690"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",ILLINOIS,ILLINOIS,"Rate per 100,000 inhabitants",,414.8,5.8,27.7,151.2,230,"2,578.70",552.2,"1,826.90",199.5
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,Metropolitan Statistical Area,,"5,054,644",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,Metropolitan Statistical Area,Area actually reporting,89.50%,"19,898",267,"1,322","6,228","12,081","158,421","38,510","108,199","11,712"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,Metropolitan Statistical Area,Estimated total,100.00%,"20,537",275,"1,396","6,323","12,543","167,343","40,612","114,459","12,272"
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,Cities outside metropolitan areas,,"524,374",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,INDIANA,Area actually reporting,86.20%,"1,015",10,140,184,681,"17,092","3,082","13,224",786
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,INDIANA,Estimated total,100.00%,"1,177",12,162,213,790,"19,832","3,576","15,344",912
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,Nonmetropolitan counties,,"958,316",,,,,,,,,
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,INDIANA,Area actually reporting,78.60%,699,18,86,49,546,"8,538","2,693","5,470",375
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,INDIANA,Estimated total,100.00%,888,23,109,62,694,"10,857","3,424","6,956",477
Criminal Justice Information Services Division,"Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home",INDIANA,State Total,,"6,537,334","22,602",310,"1,667","6,598","14,027","198,032","47,612","136,759","13,661"
